0,A
1,AAL
2,AAP
3,AAPL
4,ABBV
5,ABC
6,ABT
7,ACN
8,ADBE
9,ADI
10,ADM
11,ADP
12,ADSK
13,AEE
14,AEP
15,AES
16,AFL
17,AIG
18,AIV
19,AIZ
20,AJG
21,AKAM
22,ALB
23,ALGN
24,ALK
25,ALL
26,ALLE
27,ALXN
28,AMAT
29,AMD
30,AME
31,AMGN
32,AMP
33,AMT
34,AMZN
35,ANSS
36,ANTM
37,AON
38,AOS
39,APA
40,APD
41,APH
42,APTV
43,ARE
44,ATVI
45,AVB
46,AVGO
47,AVY
48,AWK
49,AXP
50,AZO
